,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
248,Dirk Garthwaite (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
249,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Living Characters
250,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
251,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters
252,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
253,Miles Warren (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters
254,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Living Characters
255,En Sabah Nur (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters
256,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters
257,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,Deceased Characters
258,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters
259,James Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
260,Calvin Zabo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
261,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
262,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters
263,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
264,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Living Characters
265,Veranke (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Deceased Characters
266,Nathaniel Essex (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters
267,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters
268,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
269,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters
270,Samuel Sterns (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters
271,Leech (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters
272,Glenn Talbot (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
273,Bug (Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,Living Characters
274,Peter Petruski (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters
275,Julie Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters
276,Giuletta Nefaria (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Living Characters
277,Robert Ralston (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
278,Maximus (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
279,Genis-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
280,Hisako Ichiki (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters
281,Dmitri Smerdyakov (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Living Characters
282,Eliot Franklin (Thunderball) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
283,X-51 (Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters
284,Madelyne Pryor (Earth-616),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Living Characters
285,Adolf Hitler (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
286,Herman Schultz (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
287,Noriko Ashida (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
288,Chen Lu (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters
289,Ulysses Klaw (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Deceased Characters
290,Cessily Kincaid (Earth-616),Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,Living Characters
291,Kyle Gibney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
292,Jack Monroe (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
293,Madeline Joyce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Deceased Characters
294,George Tarleton (Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,Living Characters
295,Jocasta (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,Living Characters
296,Peter Wisdom (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
297,Jeffrey Mace (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters
298,Aquaria Neptunia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
299,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,Living Characters
300,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,Living Characters
301,Burglar (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
302,Dino Manelli (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters
303,Peter Parker (Kaine) (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters
304,Nightmare (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters
305,Ronan (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
306,Thomas Halloway (Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters
307,Jasper Sitwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
308,Frank Payne (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters
309,Paladin (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
310,Steel (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,Living Characters
311,Mad Thinker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
312,Brian Calusky (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
313,Arthur Maddicks (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters
314,Hedy Wolfe (Earth-616),No Dual Identity,,Hazel Eyes,Black Hair,Female Characters,Living Characters
315,Isadore Cohen (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
316,Dormammu (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
317,Makkari (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters
318,Marlo Chandler (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters
319,Percival Pinkerton (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
320,Quintavius Quire (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
321,Marla Madison (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,Deceased Characters
322,Cletus Kasady (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters
323,Supreme Intelligence (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Living Characters
324,Aragorn (Earth-616),No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters
325,Betty Dean (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters
326,Karnilla (Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Black Hair,Female Characters,Living Characters
327,Jacqueline Falsworth (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
328,Caliban (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Deceased Characters
329,Isaac Christians (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
330,Brock Rumlow (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
331,Paul Norbert Ebersol (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters
332,Annihilus (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Living Characters
333,Red Sonja (Earth-616),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Deceased Characters
334,Jonathan Hart (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
335,Bambina Arbogast (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters
336,Sooraya Qadir (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
337,Zeus Panhellenios (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters
338,Randolph Robertson (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
339,Yao (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters
340,Agatha Harkness (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters
341,Jack Tarr (Earth-616),Secret Identity,,Black Eyes,Black Hair,Male Characters,Living Characters
342,Katherine Bishop (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters
343,Jason Wyngarde (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
344,Walter Newell (Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters
345,Joanna Cargill (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
346,Parker Robbins (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
347,Rocket Raccoon (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
348,Lyja (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,Living Characters
349,Georges Batroc (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
350,Wyatt Wingfoot (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
351,Henry Camp (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters
352,Peter Quill (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
353,Marrow (Sarah) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Living Characters
354,Vision (Jonas) (Earth-616),Public Identity,Good Characters,Gold Eyes,No Hair,Male Characters,Deceased Characters
355,William Kaplan (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
356,George Stacy (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters
357,Mari (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
358,Todd Arliss (Earth-616),Secret Identity,Bad Characters,Grey Eyes,No Hair,Male Characters,Living Characters
359,Hammerhead (Joseph) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
360,Heinrich Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters
361,Emil Blonsky (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
362,Arcturus Rann (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
363,James Woo (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
364,Frank Drake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
365,Callisto (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters
366,Dorma (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters
367,Lonnie Lincoln (Earth-616),Public Identity,Bad Characters,Pink Eyes,White Hair,Male Characters,Living Characters
368,Doop (Earth-616),No Dual Identity,Good Characters,Variable Eyes,Black Hair,Male Characters,Living Characters
369,David Alleyne (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
370,Hepzibah (Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,Living Characters
371,Charlie Cluster-7 (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
372,Samuel Sawyer (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters
373,Jacques Duquesne (Earth-616),Known to Authorities Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
374,Arcade (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Living Characters
375,Mary Walker (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
376,Miguel Santos (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
377,Christopher Summers (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
378,Morris Bench (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
379,David Cannon (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
380,Prosh (Earth-616),Secret Identity,Good Characters,Variable Eyes,No Hair,,Living Characters
381,Roderick Kingsley (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters
382,Dominikos Petrakis (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
